isRefactor,totalRefactors,dok0.004AuthorPreCommit,dok0.004AuthorPostCommit,dok0.004Sum,dok0.004Avg,revision,age,authors,totalAuthors,totalLoc,modified,relativeModified,180fileHcpf,180commitHcpf,nrOfFunctions,isSZZBugIntroducer
False,0.0,0.0258,,0.0157,0.0157,16.0,89522186.0,1.0,7.0,0.0,137.0,inf,0.803,0.5205,,True
False,0.0,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,188.0,188.0,1.0,0.8287,0.5849,,True
False,0.0,,0.0851,0.8339,0.4169,1.0,4396498.0,2.0,2.0,185.0,19.0,0.1027027,0.8246,0.6197,,False
False,0.0,,0.6777,0.832,0.2773,2.0,16324335.0,3.0,3.0,234.0,221.0,0.9444444,0.6951,0.6859,,True
False,0.0,0.0143,0.5563,0.824,0.2747,3.0,16393115.0,3.0,3.0,185.0,195.0,1.054054,0.6915,0.6887,,True
False,0.0,0.5563,0.7387,0.887,0.2957,4.0,16393408.0,3.0,3.0,234.0,221.0,0.9444444,0.6814,0.69,,True
False,0.0,,0.0198,0.2073,0.0518,5.0,49423753.0,4.0,4.0,234.0,5.0,0.021367522,0.3347,0.7533,,False
False,0.0,,0.027,0.1255,0.0251,6.0,64865931.0,5.0,5.0,240.0,6.0,0.025,0.7198,0.7421,,False
False,0.0,0.0031,0.0835,0.1492,0.0298,7.0,76282587.0,5.0,5.0,249.0,19.0,0.07630522,0.6121,0.7463,,False
False,0.0,0.0628,0.0802,0.1289,0.0258,8.0,82424088.0,5.0,5.0,249.0,7.0,0.02811245,0.5452,0.7595,,False
False,0.0,0.0215,0.0403,0.0533,0.0107,9.0,110836725.0,5.0,5.0,249.0,7.0,0.02811245,0.4108,0.731,,False
False,0.0,,1.0,1.0,1.0,0.0,0.0,1.0,1.0,79.0,79.0,1.0,0.8304,0.5913,,True
False,0.0,,0.037,1.0,0.5,1.0,42189.0,2.0,2.0,79.0,4.0,0.050632913,0.8306,0.5944,,False
False,0.0,0.963,0.9647,1.0,0.5,2.0,55196.0,2.0,2.0,81.0,4.0,0.049382716,0.831,0.5944,,True
False,0.0,0.9496,0.9738,0.9921,0.4961,3.0,346787.0,2.0,2.0,150.0,72.0,0.48,0.8305,0.6076,,True
False,0.0,0.0182,0.0864,0.9927,0.4963,4.0,400058.0,2.0,2.0,159.0,10.0,0.062893085,0.8292,0.6161,,True
False,0.0,0.0864,0.1416,0.992,0.496,5.0,412838.0,2.0,2.0,141.0,26.0,0.18439716,0.8292,0.6175,,True
False,0.0,0.1416,0.438,0.991,0.4955,6.0,469293.0,2.0,2.0,103.0,117.0,1.1359223,0.8283,0.6217,,True
False,0.0,0.438,0.4646,0.9914,0.4957,7.0,475682.0,2.0,2.0,108.0,8.0,0.074074075,0.8286,0.6225,,False
